순번,생산라인코드,생산라인명,생산일자,발생시간,종료시간,오류조치시간,비가동코드,Error_Message,품목코드,품목명,오류발생작업장명
5,C087,냉동밥 취반#2,2017-09-21,4:40,5:30,50,W003721,충진 미종료,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),쿠킹실
18,C088,냉동밥 취반#1,2017-09-22,3:45,4:45,60,W0034B1,품목 교체,2BA03119,홍익돈까스 야채볶음밥(재),쿠킹실
19,C088,냉동밥 취반#1,2017-09-23,5:00,6:00,60,W0034B1,품목 교체,2BA03047,시아스야채볶음밥3kg(재),쿠킹실
2,D088,냉동밥 내포장#1,2017-09-22,4:16,4:54,38,W0054F1,품목 교체,1BA03119,홍익돈까스 야채볶음밥,충전실
17,C002,쿠커 #2,2017-09-26,23:16,23:29,13,W003623,기타,23A00627,단팥퐁듀소스3kg-E(재),쿠킹실
8,C096,2동 쿠커 #2,2017-09-26,8:50,10:05,75,W003314,관리팀미입고(생산지연),23S01363,홈스타일로제스파게티소스/14일에이징출고(재),쿠킹실
1,D088,냉동밥 내포장#1,2017-09-26,0:19,1:20,61,W005722,공정,1BA03066,CJ새우볶음밥*5ea,충전실
14,C088,냉동밥 취반#1,2017-09-27,13:10,13:30,20,W003318,볶음,2BA03065,CJ햄야채볶음밥(재),쿠킹실
13,C088,냉동밥 취반#1,2017-09-29,7:40,8:40,60,W0034B1,품목 교체,2BA03049,김치볶음밥-S(재),쿠킹실
14,D088,냉동밥 내포장#1,2017-09-28,23:40,0:00,20,W0054F2,세부 세척,1BA03159,비비고깍두기볶음밥200g,충전실
14,C007,프리머 #1,2017-09-30,14:06,14:45,39,W003711,기타,26B03005,마요네즈-P(현미유)/국산난황(재),쿠킹실
16,C002,쿠커 #2,2017-10-10,21:00,21:09,9,W003445,Brix 이상,23U01177,스트로베리시럽(1kg)(재),쿠킹실
3,C096,2동 쿠커 #2,2017-10-10,9:00,12:00,180,W003632,구동부,23A00662,안동찜닭양념210g/신(재),쿠킹실
7,D002,로타리 #1,2017-10-10,14:30,15:20,50,W005621,그립퍼,13R05021,핫페퍼소스1kg,충전실
15,C088,냉동밥 취반#1,2017-10-11,15:30,17:00,90,W003318,볶음,2BA03119,홍익돈까스 야채볶음밥(재),쿠킹실
15,C002,쿠커 #2,2017-10-12,15:03,16:01,58,W003316,"관리팀미입고(생산미지연,순서변경)",23R09022,퐁듀용치즈소스(재),쿠킹실
21,C002,쿠커 #2,2017-10-12,20:26,21:09,43,W003444,점도이상,23R09022,퐁듀용치즈소스(재),쿠킹실
18,D087,냉동밥 내포장#2,2017-10-12,19:45,21:50,125,W0054F1,품목 교체,1BA03201,비비고닭가슴살볶음밥210g(알밥),충전실
7,D087,냉동밥 내포장#2,2017-10-13,13:25,13:50,25,W005722,공정,1BA03175,매콤낙지볶음밥(노브랜드),충전실
15,D088,냉동밥 내포장#1,2017-10-13,19:45,21:33,108,W0054F1,품목 교체,1BA03292,AAF치즈불고기볶음밥(미니팩),충전실
2,C001,쿠커 #1,2017-10-14,11:27,12:23,56,W003311,계량실,23A00541,쌀국수육수2kg(재),쿠킹실
16,C002,쿠커 #2,2017-11-10,0:10,0:22,12,W003444,점도이상,23D01143,요거트드레싱(재),쿠킹실
14,C002,쿠커 #2,2017-11-10,21:32,0:09,-1283,W003711,기타,23D01143,요거트드레싱(재),쿠킹실
15,C088,냉동밥 취반#1,2017-11-15,1:20,2:20,60,W0034B1,품목 교체,2BA03257,옥수수볶음밥JB 1kg(재),쿠킹실
12,D088,냉동밥 내포장#1,2017-11-16,13:54,14:45,51,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
20,C088,냉동밥 취반#1,2017-11-22,2:20,3:20,60,W0034B1,품목 교체,2BA03257,옥수수볶음밥JB 1kg(재),쿠킹실
19,D045,병(PET)12열충전,2017-11-21,19:16,19:59,43,W0058Z9,기타,13D01293,화이트와인비네거드레싱엔쵸비235g,충전실
12,D011,2동 오리히로,2017-11-22,15:46,16:11,25,W005712,고장,16A01062,시아스감자샐러드,충전실
3,D011,2동 오리히로,2017-11-27,14:58,16:26,88,W005724,이송끊김,16A01019,감자샐러드FM,충전실
11,D088,냉동밥 내포장#1,2017-11-27,23:43,0:30,47,W0054F2,세부 세척,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,충전실
9,C001,쿠커 #1,2017-11-28,17:05,17:52,47,W003489,기타,23D04105,요거트드레싱골드(재),쿠킹실
5,C045,쿠커 #5,2017-11-28,12:30,15:05,155,W003314,관리팀미입고(생산지연),23R10044,노브랜드머스타드소스(재),쿠킹실
5,C010,파일롯,2017-11-29,11:27,11:39,12,W003444,점도이상,23G02030,닭강정소스-S(재),쿠킹실
15,C088,냉동밥 취반#1,2017-11-30,0:40,1:40,60,W0034B1,품목 교체,2BA03051,쉐프솔루션베이스볶음밥(시즌)500g(재),쿠킹실
2,D088,냉동밥 내포장#1,2017-11-30,1:40,2:41,61,W005722,공정,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,충전실
3,D088,냉동밥 내포장#1,2017-11-30,8:56,11:00,124,W0054F1,품목 교체,1BA03066,CJ새우볶음밥*5ea,충전실
12,D088,냉동밥 내포장#1,2017-11-30,23:23,0:02,39,W0054F1,품목 교체,1BA03071,CJ햄야채볶음밥/20개입,충전실
8,D088,냉동밥 내포장#1,2017-12-04,16:50,17:50,60,W005722,공정,1BA03216,AAF게살새우볶음밥(알밥)*,충전실
1,C088,냉동밥 취반#1,2017-12-05,6:55,7:55,60,W0034B1,품목 교체,2BA03066,CJ새우볶음밥(재),쿠킹실
10,D002,로타리 #1,2017-12-05,11:10,11:58,48,W005881,냉각 미종료,13A00667,떡볶이양념E 2kg,충전실
13,C088,냉동밥 취반#1,2017-12-06,14:00,15:00,60,W0034B1,품목 교체,2BA03064,CJ해물볶음밥(재),쿠킹실
10,D004,PET병,2017-12-06,13:00,13:10,10,W005615,병 끼임,13D02280,허니머스타드드레싱-N 110g,충전실
11,D013,마요네즈 수동,2017-12-07,17:12,18:08,56,W0058Z9,기타,16B03004,마요네즈-업소용18kg,충전실
20,D088,냉동밥 내포장#1,2017-12-08,3:00,4:00,60,W005722,공정,1BA03192,굴소스라이스(3kg),충전실
7,C002,쿠커 #2,2017-12-08,19:49,20:09,20,W0036B2,로타리1,23R09020,치즈소스-BK(재),쿠킹실
12,D006,튜브,2017-12-11,16:10,16:23,13,W0058Z9,기타,13R11036,정성담은스테이크소스(290g),충전실
25,D088,냉동밥 내포장#1,2017-12-13,3:00,4:00,60,W005722,공정,1BA03074,CJ햄야채볶음밥3kg,충전실
14,C088,냉동밥 취반#1,2017-12-13,11:50,12:50,60,W0034B1,품목 교체,2BA03291,AAF게살새우볶음밥(미니팩)(재),쿠킹실
15,C088,냉동밥 취반#1,2017-12-14,21:50,22:20,30,W003721,충진 미종료,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
1,C010,파일롯,2017-12-15,8:48,8:50,2,W003446,ph 이상,23U02005,유기아가베시럽1kg(재),쿠킹실
4,D088,냉동밥 내포장#1,2017-12-15,11:00,11:35,35,W0054F2,세부 세척,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,충전실
10,D088,냉동밥 내포장#1,2017-12-15,19:00,19:30,30,W0054F2,세부 세척,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,충전실
7,D045,병(PET)12열충전,2017-12-18,11:55,12:08,13,W0058Z9,기타,13D02249,아몬드&호두드레싱-N 225g,충전실
16,D002,로타리 #1,2017-12-20,1:00,2:15,75,W005629,기타,13A00685,냉면육수베이스,충전실
5,D045,병(PET)12열충전,2017-12-19,9:32,9:42,10,W005842,컷팅기,13D02247,참깨&흑임자드레싱-N 220g,충전실
17,C088,냉동밥 취반#1,2017-12-20,13:10,14:10,60,W0034B1,품목 교체,2BA03292,AAF치즈불고기볶음밥(미니팩)(재),쿠킹실
19,D003,로타리 #2,2017-12-22,2:00,3:10,70,W005734,점도이상,13D01166,핫베이컨드레싱,충전실
1,D088,냉동밥 내포장#1,2017-12-21,0:35,1:40,65,W0054F1,품목 교체,1BA03119,홍익돈까스 야채볶음밥,충전실
2,D088,냉동밥 내포장#1,2017-12-21,1:40,2:36,56,W005722,공정,1BA03119,홍익돈까스 야채볶음밥,충전실
10,P004,PET#1,2018-01-11,13:00,13:11,11,W0079AA,기타,13D02285,오리엔탈드레싱-N 115g,포장실
14,C002,쿠커 #2,2018-04-12,13:19,15:10,-129489,W003442,QA 규격 확인 대기,23R09045,갈릭크림치즈소스1kg(재),쿠킹실
3,D088,냉동밥 내포장#1,2018-01-16,9:50,10:44,54,W005722,공정,1BA03070,CJ해물볶음밥/20개입,충전실
9,C002,쿠커 #2,2018-01-19,13:30,13:45,15,W003444,점도이상,23R09018,렌치치즈소스(재),쿠킹실
14,C088,냉동밥 취반#1,2018-01-23,22:30,23:30,60,W0034B1,품목 교체,2BA03303,셰프리볶음밥(재),쿠킹실
6,C096,2동 쿠커 #2,2018-01-23,8:30,13:30,300,W003471,시생산 지연,23A00662,안동찜닭양념210g/신(재),쿠킹실
18,D087,냉동밥 내포장#2,2018-01-24,23:02,0:00,58,W005422,설비,1BA03297,비비고새우볶음밥(홈플),충전실
16,C088,냉동밥 취반#1,2018-01-27,2:10,3:10,60,W0034B1,품목 교체,2BA03176,비비고시래기나물밥200g(재),쿠킹실
8,D013,마요네즈 수동,2018-01-26,15:52,19:14,202,W005A11,기타,16B03005,마요네즈-P(현미유)/국산난황,충전실
6,D087,냉동밥 내포장#2,2018-01-26,10:30,11:00,30,W005721,원료,1BA03308,타이풍볶음밥E,충전실
5,C088,냉동밥 취반#1,2018-01-27,8:50,10:00,70,W0034B1,품목 교체,2BA03284,곤드레나물밥H5kg(재),쿠킹실
8,D088,냉동밥 내포장#1,2018-01-30,0:45,1:40,55,W0054F1,품목 교체,1BA03216,AAF게살새우볶음밥(알밥)*,충전실
2,C087,냉동밥 취반#2,2018-01-30,6:10,7:00,50,W0034B1,품목 교체,2BA03157,비비고낙지비빔밥200g(재),쿠킹실
9,P005,3.2K마요포장(#5),2018-01-30,13:34,13:58,24,W00731A,기타,16B03004,마요네즈-업소용18kg,포장실
14,C007,프리머 #1,2018-01-31,16:26,16:55,29,W003459,기타,26B03115,마요네즈P(현미유)/중국산난황(재),쿠킹실
22,C087,냉동밥 취반#2,2018-02-01,0:20,2:00,100,W0034B2,세부 세척,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),쿠킹실
4,D088,냉동밥 내포장#1,2018-01-31,9:28,10:41,73,W0054F1,품목 교체,1BA03306,마음심은갈릭버터새우볶음밥,충전실
24,D088,냉동밥 내포장#1,2018-02-01,5:07,6:29,82,W0054F1,품목 교체,1BA03159,비비고깍두기볶음밥200g,충전실
3,C001,쿠커 #1,2018-02-01,8:57,9:49,52,W003721,충진 미종료,23L00008,토마토케찹자사용(재),쿠킹실
4,C001,쿠커 #1,2018-02-02,9:00,9:00,0,W003721,충진 미종료,23V00013,고구마베이스M,쿠킹실
8,C088,냉동밥 취반#1,2018-02-02,15:00,16:00,60,W0034B1,품목 교체,2BA03304,마음심은장조림볶음밥(재),쿠킹실
18,D002,로타리 #1,2018-02-07,13:08,12:45,-23,W005629,기타,11501135,한식베이스소스2kg,충전실
16,D088,냉동밥 내포장#1,2018-02-07,2:05,2:40,35,W0054F1,품목 교체,1BA03216,AAF게살새우볶음밥(알밥)*,충전실
4,C088,냉동밥 취반#1,2018-02-07,10:00,11:00,60,W0034B1,품목 교체,2BA03202,강원나물밥200g(알밥)(재),쿠킹실
11,C088,냉동밥 취반#1,2018-02-08,14:40,15:30,50,W003721,충진 미종료,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
20,D088,냉동밥 내포장#1,2018-02-09,22:25,0:13,108,W0054F1,품목 교체,1BA03093,비비고취나물밥200g,충전실
4,D0036,로타리 #5,2018-02-10,9:15,10:33,78,W005A11,기타,16B06095,골드마요네즈3.2kg(캡파우치),충전실
17,P005,3.2K마요포장(#5),2018-02-13,0:16,12:50,754,W0079AA,기타,16B06003,골드마요네즈3.2kg,포장실
2,D088,냉동밥 내포장#1,2018-02-13,1:24,2:20,56,W005722,공정,1BA03277,샤이바나베이스밥,충전실
6,P006,튜브포장(#6),2018-02-13,11:26,11:37,11,W007911,설비,13L00029,정성담은토마토케찹(280g),포장실
14,P006,튜브포장(#6),2018-02-13,15:35,15:46,11,W0079AA,기타,13L00030,정성담은토마토케찹(595g),포장실
13,C088,냉동밥 취반#1,2018-02-20,0:40,1:40,60,W0034B1,품목 교체,2BA03119,홍익돈까스 야채볶음밥(재),쿠킹실
7,D087,냉동밥 내포장#2,2018-02-20,9:55,10:15,20,W005721,원료,1BA03174,통새우볶음밥(노브랜드),충전실
12,D087,냉동밥 내포장#2,2018-02-20,21:25,21:55,30,W005422,설비,1BA03214,닭가슴살볶음밥(노브랜드),충전실
5,D010,벌크(캔),2018-02-21,8:50,9:52,62,W005113,부족,13P01222,피자소스-H,충전실
16,D088,냉동밥 내포장#1,2018-02-23,11:58,13:23,85,W0054F1,품목 교체,1BA03049,김치볶음밥-S,충전실
12,C007,프리머 #1,2018-02-23,19:10,19:50,40,W003452,충전,26B06008,이츠웰골드마요네즈3.2kg(재),쿠킹실
3,C088,냉동밥 취반#1,2018-02-23,2:30,3:30,60,W0034B1,품목 교체,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
15,C088,냉동밥 취반#1,2018-03-22,5:45,6:45,60,W0034B1,품목 교체,2BA03299,날치알이톡톡터지는알밥(알밥)(재),쿠킹실
11,D006,튜브,2018-03-22,2:55,3:12,17,W0058Z9,기타,13A00580,샘표불고기소스300g-독일,충전실
11,D088,냉동밥 내포장#1,2018-03-26,18:30,19:21,51,W005722,공정,1BA03225,무명식당돈육장조림비빔밥(알밥),충전실
5,C088,냉동밥 취반#1,2018-03-29,10:20,12:00,100,W0034B1,품목 교체,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
12,C088,냉동밥 취반#1,2018-04-02,21:20,22:20,60,W0034B1,품목 교체,2BA03066,CJ새우볶음밥(재),쿠킹실
5,D088,냉동밥 내포장#1,2018-04-02,15:07,15:40,33,W0054F2,세부 세척,1BA03066,CJ새우볶음밥*5ea,충전실
8,C088,냉동밥 취반#1,2018-04-04,14:30,15:30,60,W0034B1,품목 교체,2BA03069,CJ낙지볶음밥(재),쿠킹실
10,D087,냉동밥 내포장#2,2018-04-10,1:50,2:47,57,W005722,공정,1BA03119,홍익돈까스 야채볶음밥,충전실
2,P0F0,PET#2,2018-04-09,10:57,11:10,13,W0076A3,감도 조절,13D02243,키위저지방샐러드소스-N 235g,포장실
3,C008,프리머 #2,2018-04-10,9:30,11:53,143,W003452,충전,26B06078,JFC마요네즈15g(재),쿠킹실
10,C088,냉동밥 취반#1,2018-04-10,17:50,18:50,60,W0034B1,품목 교체,2BA03051,쉐프솔루션베이스볶음밥(시즌)500g(재),쿠킹실
3,C088,냉동밥 취반#1,2018-04-11,10:15,11:15,60,W0034B1,품목 교체,2BA03051,쉐프솔루션베이스볶음밥(시즌)500g(재),쿠킹실
6,D087,냉동밥 내포장#2,2018-04-11,17:58,20:00,122,W0054F1,품목 교체,1BA03158,비비고불고기비빔밥200g,충전실
4,D088,냉동밥 내포장#1,2018-04-12,8:55,10:27,92,W0054F1,품목 교체,1BA03322,게살새우볶음밥,충전실
7,D088,냉동밥 내포장#1,2018-04-12,15:36,18:59,203,W0054F1,품목 교체,1BA03321,치즈불닭볶음밥,충전실
6,C002,쿠커 #2,2018-04-13,11:55,12:50,55,W003489,기타,23A00772,콘베이스E(재),쿠킹실
5,C088,냉동밥 취반#1,2018-04-16,15:40,17:00,80,W0034B1,품목 교체,2BA03137,매드포갈릭갈릭버터라이스300g(재),쿠킹실
8,C045,쿠커 #5,2018-04-17,14:42,15:07,25,W003444,점도이상,23A00688,초고추장E 200g(재),쿠킹실
15,C088,냉동밥 취반#1,2018-04-18,2:20,2:40,20,W003721,충진 미종료,2BA03175,매콤낙지볶음밥(노브랜드)(재),쿠킹실
1,D087,냉동밥 내포장#2,2018-04-18,8:04,10:15,131,W005722,공정,1BA03200,비비고새우볶음밥210g(알밥),충전실
15,D088,냉동밥 내포장#1,2018-04-19,5:49,8:44,175,W0054F1,품목 교체,1BA03223,굴소스로맛을낸게살새우볶음밥,충전실
6,D006,튜브,2018-04-23,14:10,15:01,51,W005315,관리팀미입고(생산지연),13A01070,샘표불고기소스540g-미국/6개입,충전실
7,C087,냉동밥 취반#2,2018-04-24,13:30,14:30,60,W0034B2,세부 세척,2BA03200,비비고새우볶음밥210g(알밥)(재),쿠킹실
4,D087,냉동밥 내포장#2,2018-04-24,13:43,14:20,37,W0054F2,세부 세척,1BA03200,비비고새우볶음밥210g(알밥),충전실
26,D002,로타리 #1,2018-04-26,19:52,20:30,38,W0058Z1,대차 적재 공간 부족,13R05025,BK디아블로소스(1kg),충전실
19,C002,쿠커 #2,2018-04-28,8:13,9:17,64,W003489,기타,23R09041,크림치즈무스(재),쿠킹실
1,D087,냉동밥 내포장#2,2018-04-27,1:30,2:30,60,W0054F1,품목 교체,1BA03174,통새우볶음밥(노브랜드),충전실
19,C088,냉동밥 취반#1,2018-05-02,1:10,2:10,60,W0034B1,품목 교체,2BA03074,CJ햄야채볶음밥3kg(재),쿠킹실
21,C002,쿠커 #2,2018-05-02,21:30,21:55,25,W003489,기타,1.#JE+00,참살이요리용국물멸치맛(재),쿠킹실
16,C088,냉동밥 취반#1,2018-05-02,8:10,9:20,70,W0034B1,품목 교체,2BA03066,CJ새우볶음밥(재),쿠킹실
26,C088,냉동밥 취반#1,2018-05-03,1:30,2:30,60,W0034B1,품목 교체,2BA03268,요리하다오삼불고기볶음밥(재),쿠킹실
32,D088,냉동밥 내포장#1,2018-05-03,14:10,14:38,28,W005722,공정,1BA03319,하남돼지집김치볶음밥,충전실
19,D087,냉동밥 내포장#2,2018-05-04,11:15,11:26,11,W005722,공정,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,충전실
13,C088,냉동밥 취반#1,2018-05-04,21:10,21:30,20,W003721,충진 미종료,2BA03158,비비고불고기비빔밥200g(재),쿠킹실
12,C088,냉동밥 취반#1,2018-05-09,15:15,16:15,60,W0034B1,품목 교체,2BA03065,CJ햄야채볶음밥(재),쿠킹실
16,D006,튜브,2018-05-09,22:40,23:24,44,W005113,부족,13A00590,샘표갈비소스900g-NEW(캐나다),충전실
2,D087,냉동밥 내포장#2,2018-05-09,12:18,13:10,52,W0054F1,품목 교체,1BA03157,비비고낙지비빔밥200g,충전실
13,C088,냉동밥 취반#1,2018-06-02,4:35,5:00,25,W003721,충진 미종료,2BA03309,짬뽕볶음밥E(재),쿠킹실
2,D002,로타리 #1,2018-06-01,9:18,9:50,32,W0058Z1,대차 적재 공간 부족,13R09020,치즈소스-BK,충전실
15,D088,냉동밥 내포장#1,2018-06-05,17:30,19:10,100,W0054F1,품목 교체,1BA03094,비비고곤드레밥200g,충전실
10,D003,로타리 #2,2018-06-12,0:40,2:04,84,W0056B9,기타,13K03132,어니언크림소스-S,충전실
13,D005,3.2마요,2018-06-13,14:15,14:23,8,W005318,용기미입고,16B06003,골드마요네즈3.2kg,충전실
23,D087,냉동밥 내포장#2,2018-06-13,22:30,23:29,59,W005722,공정,1BA03365,NEW비비고새우볶음밥210g(알밥),충전실
12,D087,냉동밥 내포장#2,2018-06-15,21:00,0:40,-1220,W005722,공정,1BA03157,비비고낙지비빔밥200g,충전실
14,C088,냉동밥 취반#1,2018-06-20,18:15,19:15,60,W0034B1,품목 교체,2BA03069,CJ낙지볶음밥(재),쿠킹실
1,D088,냉동밥 내포장#1,2018-06-20,7:30,8:10,40,W0054F1,품목 교체,1BA03082,햄야채볶음밥3kg,충전실
4,D088,냉동밥 내포장#1,2018-06-20,10:05,10:40,35,W0054F1,품목 교체,1BA03138,매드포갈릭갈릭버터라이스200g,충전실
16,D088,냉동밥 내포장#1,2018-06-20,19:29,20:20,51,W005722,공정,1BA03069,CJ낙지볶음밥*5ea,충전실
14,D087,냉동밥 내포장#2,2018-06-22,12:57,13:40,43,W0054F2,세부 세척,1BA03293,AAF불곱창깍두기볶음밥(미니팩),충전실
5,D088,냉동밥 내포장#1,2018-06-21,9:34,10:33,59,W005722,공정,1BA10028,쟌슨빌소시지볶음밥,충전실
12,D088,냉동밥 내포장#1,2018-06-22,17:18,18:00,42,W0054F1,품목 교체,1BA03342,장조림버터밥(롯데),충전실
15,D088,냉동밥 내포장#1,2018-06-22,18:00,19:10,70,W005722,공정,1BA03342,장조림버터밥(롯데),충전실
3,C088,냉동밥 취반#1,2018-06-25,10:10,10:20,10,W0034B1,품목 교체,2BA03119,홍익돈까스 야채볶음밥(재),쿠킹실
2,D088,냉동밥 내포장#1,2018-06-26,6:45,8:30,105,W0054F1,품목 교체,1BA03174,통새우볶음밥(노브랜드),충전실
10,P005,3.2K마요포장(#5),2018-06-26,18:30,18:45,15,W0079AA,기타,16B03002,마요네즈-업소용10kg,포장실
7,C007,프리머 #1,2018-06-27,8:30,9:38,68,W003572,정지,26B03002,마요네즈-업소용10kg(재),쿠킹실
21,P005,3.2K마요포장(#5),2018-06-27,16:13,18:17,124,W0079AA,기타,16B06008,이츠웰골드마요네즈3.2kg,포장실
3,C088,냉동밥 취반#1,2018-06-28,11:00,11:40,40,W003711,기타,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
16,C087,냉동밥 취반#2,2018-07-04,0:00,1:00,60,W0034B1,품목 교체,2BA03201,비비고닭가슴살볶음밥210g(알밥)(재),쿠킹실
9,D045,병(PET)12열충전,2018-07-03,16:10,16:38,28,W0058Z9,기타,13D02247,참깨&흑임자드레싱-N 220g,충전실
2,D088,냉동밥 내포장#1,2018-07-03,10:23,11:41,78,W0054F1,품목 교체,1BA03368,치즈스테이크볶음밥,충전실
22,C088,냉동밥 취반#1,2018-07-05,7:10,7:45,35,W003721,충진 미종료,2BA03159,비비고깍두기볶음밥200g(재),쿠킹실
4,P004,PET#1,2018-07-05,9:46,9:56,10,W007699,기타,13D02285,오리엔탈드레싱-N 115g,포장실
6,D006,튜브,2018-07-06,10:48,11:02,14,W005113,부족,13B00131,떼루와망고베이스,충전실
18,C088,냉동밥 취반#1,2018-07-11,5:30,6:30,60,W0034B1,품목 교체,2BA03064,CJ해물볶음밥(재),쿠킹실
19,D088,냉동밥 내포장#1,2018-07-11,6:02,7:40,98,W0054F1,품목 교체,1BA03064,CJ해물볶음밥*5ea,충전실
6,D087,냉동밥 내포장#2,2018-07-11,10:53,11:45,52,W0054F2,세부 세척,1BA03301,비비고불고기비빔밥/알밥(롯데),충전실
12,D087,냉동밥 내포장#2,2018-07-12,5:20,6:40,80,W0054F1,품목 교체,1BA03301,비비고불고기비빔밥/알밥(롯데),충전실
10,D002,로타리 #1,2018-07-14,3:05,4:15,70,W0056B2,분사노즐,13R09018,렌치치즈소스,충전실
7,D088,냉동밥 내포장#1,2018-07-16,20:06,21:17,71,W0054F1,품목 교체,1BA03214,닭가슴살볶음밥(노브랜드),충전실
9,D088,냉동밥 내포장#1,2018-07-17,1:40,3:24,104,W0054F1,품목 교체,1BA03119,홍익돈까스 야채볶음밥,충전실
11,D088,냉동밥 내포장#1,2018-07-17,19:23,20:01,38,W005722,공정,1BA03181,불고기맛볶음밥250g-QKC,충전실
16,D087,냉동밥 내포장#2,2018-07-20,1:35,3:15,100,W0054F1,품목 교체,1BA03201,비비고닭가슴살볶음밥210g(알밥),충전실
15,D088,냉동밥 내포장#1,2018-07-19,21:59,23:43,104,W0054F1,품목 교체,1BA03175,매콤낙지볶음밥(노브랜드),충전실
17,D088,냉동밥 내포장#1,2018-07-20,2:58,4:56,118,W0054F1,품목 교체,1BA03159,비비고깍두기볶음밥200g,충전실
1,D087,냉동밥 내포장#2,2018-08-08,3:34,4:40,66,W0054F2,세부 세척,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,충전실
2,D087,냉동밥 내포장#2,2018-08-08,4:40,5:28,48,W005722,공정,1BA03213,AAF불곱창깍두기볶음밥250g(알밥)*,충전실
15,C088,냉동밥 취반#1,2018-08-11,3:00,4:00,60,W0034B1,품목 교체,2BA03114,오늘은!새우볶음밥(재),쿠킹실
8,P006,튜브포장(#6),2018-08-14,14:07,14:25,18,W007911,설비,13L00028,건강하게키운토마토로만든유기농토마토케첩,포장실
4,C002,쿠커 #2,2018-08-17,7:42,8:18,36,W003318,볶음,23S01392,미트볼토마토소스(재),쿠킹실
7,C005,2동 쿠커 #4,2018-08-17,10:23,10:56,33,W003312,전처리,26A01077,시아스고구마샐러드/GS(재),쿠킹실
14,D087,냉동밥 내포장#2,2018-08-21,0:34,1:45,71,W0054F2,세부 세척,1BA03158,비비고불고기비빔밥200g,충전실
6,D087,냉동밥 내포장#2,2018-08-23,14:40,16:20,100,W0054F2,세부 세척,1BA03365,NEW비비고새우볶음밥210g(알밥),충전실
2,D088,냉동밥 내포장#1,2018-08-23,10:44,11:47,63,W005722,공정,1BA03381,AAF곤드레나물밥(알밥)-NEW,충전실
11,D088,냉동밥 내포장#1,2018-08-24,6:53,8:27,94,W0054F2,세부 세척,1BA03379,닭가슴살볶음밥(노브랜드)/7개입,충전실
3,P005,3.2K마요포장(#5),2018-08-23,11:30,12:06,36,W0078AA,기타,16B03002,마요네즈-업소용10kg,포장실
17,D088,냉동밥 내포장#1,2018-08-25,0:28,2:30,122,W0054F1,품목 교체,1BA03368,치즈스테이크볶음밥,충전실
12,P006,튜브포장(#6),2018-08-24,18:13,18:22,9,W0079AA,기타,13D01235,프리미엄오리엔탈드레싱1kg,포장실
3,P004,PET#1,2018-08-27,11:30,11:50,20,W0079AA,기타,13D02285,오리엔탈드레싱-N 115g,포장실
4,P005,3.2K마요포장(#5),2018-08-27,11:45,12:01,16,W0078AA,기타,13V00013,고구마베이스M,포장실
3,C095,2동 쿠커 #1,2018-08-28,8:40,13:00,260,W003711,기타,23K01439,허니머스타드소스-T(재),쿠킹실
9,P0F0,PET#2,2018-08-28,12:24,12:28,4,W007911,설비,13D02247,참깨&흑임자드레싱-N 220g,포장실
1,D0035,2동 로타리#3,2018-08-29,0:00,0:00,0,W005439,기타,16A03004,살사후실리샐러드,충전실
5,D088,냉동밥 내포장#1,2018-08-29,16:34,18:21,107,W0054F1,품목 교체,1BA03378,매콤낙지볶음밥(노브랜드)/7개입,충전실
24,D088,냉동밥 내포장#1,2018-08-30,23:29,0:10,41,W0054F2,세부 세척,1BA03159,비비고깍두기볶음밥200g,충전실
16,P005,3.2K마요포장(#5),2018-08-30,15:45,16:40,55,W007911,설비,16B06008,이츠웰골드마요네즈3.2kg,포장실
5,D088,냉동밥 내포장#1,2018-09-03,22:22,23:05,43,W0054F2,세부 세척,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,충전실
8,C095,2동 쿠커 #1,2018-09-04,11:20,12:50,90,W003711,기타,26A01074,고구마토핑(재),쿠킹실
11,D087,냉동밥 내포장#2,2018-09-04,17:00,18:40,100,W0054F2,세부 세척,1BA03377,통새우볶음밥(노브랜드)/7개입,충전실
9,D087,냉동밥 내포장#2,2018-09-05,19:20,20:46,86,W0054F2,세부 세척,1BA03157,비비고낙지비빔밥200g,충전실
8,D088,냉동밥 내포장#1,2018-09-07,19:56,20:23,27,W0054F1,품목 교체,1BA03216,AAF게살새우볶음밥(알밥)*,충전실
1,D088,냉동밥 내포장#1,2018-09-08,0:18,1:32,74,W005722,공정,1BA03300,쟌슨빌소시지볶음밥(알밥),충전실
12,C088,냉동밥 취반#1,2018-09-11,19:50,20:50,60,W0034B1,품목 교체,2BA03066,CJ새우볶음밥(재),쿠킹실
